"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","#Pray_For_Nesamani",FALSE,0,NA,2019-06-04 07:34:25,FALSE,NA,"1135812031087407104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","veerahit",0,FALSE,FALSE,NA,NA
"2","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-04 07:31:08,FALSE,NA,"1135811207829450752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ijinnah90",61,TRUE,FALSE,NA,NA
"3","RT @bahiradhan2: #ban_hydrocan_project
#banhydrocarbon 
#banhydrocarbonproject 
#socialmemes 
#socialawareness 
#prayfornesamani no need
#P…",FALSE,0,NA,2019-06-04 07:11:09,FALSE,NA,"1135806175671246848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pavithran26897",3,TRUE,FALSE,NA,NA
"4","RT @IamMani19: @iam_SJSuryah Anna  neenga intha issue pathi ethachum pesuneenga na romba useful ah irukum it will reach many people <U+0001F64F>
 #Whe…",FALSE,0,NA,2019-06-04 07:08:20,FALSE,NA,"1135805467509133312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pavithran26897",5,TRUE,FALSE,NA,NA
"5","RT @nandhusnv: #Nesamani Game is on<U+0001F60D><U+0001F528> @Actorjiiva Thalaivaaaa try this game<U+0001F602><U+0001F528> Full fun ! :)
Take a look at ""Save Nesamani #pray_for_nesaman…",FALSE,0,NA,2019-06-04 07:01:24,FALSE,NA,"1135803725040087040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gowrigowrii",2,TRUE,FALSE,NA,NA
"6","#Pray_for_nesamani<U+0001F64F><U+0001F622><U+0001F61C>...Russian version... https://t.co/6YyRZAPati",FALSE,0,NA,2019-06-04 06:57:52,FALSE,NA,"1135802835201855488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karthiknamachi1",0,FALSE,FALSE,NA,NA
"7","RT @mannu_meh: @fx16news .@chennaipolice_ reply will be like #Pray_For_Nesamani nu add koduthomnga ayya<U+0001F606><U+0001F606> https://t.co/mCwKkHMCjP",FALSE,0,NA,2019-06-04 06:41:51,FALSE,NA,"1135798804731445248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mannu_meh",1,TRUE,FALSE,NA,NA
"8","@fx16news .@chennaipolice_ reply will be like #Pray_For_Nesamani nu add koduthomnga ayya<U+0001F606><U+0001F606> https://t.co/mCwKkHMCjP",FALSE,0,"fx16news",2019-06-04 06:40:54,FALSE,"1135797574139490304","1135798563621838848","800021034736881664","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mannu_meh",1,FALSE,FALSE,NA,NA
"9","@saranyarathna29 Take a look at ""Save Nesamani #pray_for_nesamani"" https://t.co/9w2Fesqeak",FALSE,1,"saranyarathna29",2019-06-04 06:35:11,FALSE,"1135796877364871168","1135797125613203456","989780407779344384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nandhusnv",0,FALSE,FALSE,NA,NA
"10","#Nesamani Game is on<U+0001F60D><U+0001F528> @Actorjiiva Thalaivaaaa try this game<U+0001F602><U+0001F528> Full fun ! :)
Take a look at ""Save Nesamani… https://t.co/eJJuP1pF2o",FALSE,3,NA,2019-06-04 06:31:36,TRUE,NA,"1135796225024770049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nandhusnv",2,FALSE,FALSE,NA,NA
"11","RT @RedmiIndia: While the world prays for #Nesamani, we only wish he had a #RedmiNote7Pro. Hammers, walnuts and what not, #GorillaGlass5's…",FALSE,0,NA,2019-06-04 05:54:29,FALSE,NA,"1135786881155706880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kavingyan",553,TRUE,FALSE,NA,NA
"12","RT @StarSportsTamil: <U+0B95><U+0BBE><U+0BA9><U+0BCD><U+0B9F><U+0BB0><U+0BBE><U+0B95><U+0BCD><U+0B9F><U+0BB0><U+0BCD> #Nesamani,  <U+0B89><U+0B9F><U+0BAE><U+0BCD><U+0BAA><U+0BC1> <U+0B9A><U+0BB0><U+0BBF> <U+0B87><U+0BB2><U+0BCD><U+0BB2><U+0BBE><U+0BAE> <U+0BAA><U+0BCB><U+0BAF><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BBE><U+0BAA><U+0BCD><U+0BB2>, #CricketOdaCrown <U+0B90> <U+0B9C><U+0BC6><U+0BAF><U+0BBF><U+0B9A><U+0BCD><U+0B9A><U+0BBE> <U+0B9A><U+0BB0><U+0BBF> <U+0B86><U+0B95><U+0BBF><U+0B9F><U+0BC1><U+0BB5><U+0BBE><U+0BAA><U+0BCD><U+0BB2>..!

<U+0B85><U+0BA4><U+0BA9><U+0BBE><U+0BB2> <U+0001F3C6><U+0B90> <U+0B9C><U+0BC6><U+0BAF><U+0BBF><U+0B9A><U+0BCD>…",FALSE,0,NA,2019-06-04 05:54:07,FALSE,NA,"1135786792391593985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kavingyan",1124,TRUE,FALSE,NA,NA
"13","OMG I GOTTA TALK ABOUT #Pray_For_Nesamani ! He's such an amazing soul with a lot of tolerance, both mentally and ph… https://t.co/B1CJrHsM98",FALSE,1,NA,2019-06-04 05:47:56,TRUE,NA,"1135785233842753536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nialler__payno",0,FALSE,FALSE,NA,NA
"14","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-04 05:17:20,FALSE,NA,"1135777533410938881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deharrison21",61,TRUE,FALSE,NA,NA
"15","RT @Ganeshk88392229: We have a top priority for #whereismukilan than #Pray_For_Nesamani. We started to missing out who fought for us. We ha…",FALSE,0,NA,2019-06-04 05:03:13,FALSE,NA,"1135773982945189888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suriyha127",9,TRUE,FALSE,NA,NA
"16","RT @VaishMxx: I tried to save him from 302 suthiyal

#pray_for_nesamani https://t.co/HdGKOoGTdX",FALSE,0,NA,2019-06-04 04:54:19,FALSE,NA,"1135771741987323905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sangsss_",2,TRUE,FALSE,NA,NA
"17","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-04 04:37:28,FALSE,NA,"1135767501025923073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamprabhuantony",61,TRUE,FALSE,NA,NA
"18","#Pray_for_Nesamani Oru Velambaram!!! https://t.co/DEyLCPi64H",FALSE,0,NA,2019-06-04 04:34:34,FALSE,NA,"1135766772194299904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KaviBalannn",0,FALSE,FALSE,NA,NA
"19","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-04 04:00:23,FALSE,NA,"1135758167290175488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karthik_Dominic",61,TRUE,FALSE,NA,NA
"20","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-04 03:31:30,FALSE,NA,"1135750899211444226",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddramdl",61,TRUE,FALSE,NA,NA
"21","I tried to save him from 302 suthiyal

#pray_for_nesamani https://t.co/HdGKOoGTdX",FALSE,13,NA,2019-06-04 03:06:04,FALSE,NA,"1135744500125523968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VaishMxx",2,FALSE,FALSE,NA,NA
"22","RT @tamilartist: #freetamils   #Pray_For_Nesamani https://t.co/YBgAsOB74r",FALSE,0,NA,2019-06-04 02:32:40,FALSE,NA,"1135736092777426944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Staircase2",3,TRUE,FALSE,NA,NA
"23","#freetamils   #Pray_For_Nesamani https://t.co/YBgAsOB74r",FALSE,7,NA,2019-06-04 02:07:38,FALSE,NA,"1135729795906621441",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tamilartist",3,FALSE,FALSE,NA,NA
"24","RT @LavanyaLavisiva: <U+0BA8><U+0BC7><U+0B9A><U+0BAE><U+0BA9><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BA8><U+0BBF><U+0BA9><U+0BC8><U+0BB5><U+0BC1> <U+0BA4><U+0BBF><U+0BB0><U+0BC1><U+0BAE><U+0BCD><U+0BAA><U+0BBF><U+0BAF><U+0BA4><U+0BC1>.
#<U+0BAE><U+0BC1><U+0B95><U+0BBF><U+0BB2><U+0BA9><U+0BCD><U+0B8E><U+0B99><U+0BCD><U+0B95><U+0BC7> <U+0B8E><U+0BA9> <U+0BA4><U+0BC7><U+0B9F><U+0BC1><U+0BA4><U+0BB2><U+0BC8> <U+0BA4><U+0BCA><U+0B9F><U+0B99><U+0BCD><U+0B95><U+0BBF><U+0BA9><U+0BBE><U+0BB0><U+0BCD>.
#whereismugilan #pray_for_nesamani
#Maayon #Tamiz…",FALSE,0,NA,2019-06-04 01:47:35,FALSE,NA,"1135724746752970753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tamilselvan_mst",8,TRUE,FALSE,NA,NA
"25","RT @sktdeepak: #Pray_For_Nesamani #Nesamani #Pray_for_Naesamani 
FLASH NEWS : Nesamani given special interview to repoter from hospital. So…",FALSE,0,NA,2019-06-04 01:04:27,FALSE,NA,"1135713895467773952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azarmusthafa2",52,TRUE,FALSE,NA,NA
"26","RT @Santhalakshmi88: Tamilnadu Police #tnpolice #Pray_for_Neasamani #NESAMANI #pray_for_Nesamani https://t.co/oOgmz7mp1w",FALSE,0,NA,2019-06-04 00:21:54,FALSE,NA,"1135703187111833600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sundar_RLFA",0,TRUE,FALSE,NA,NA
"27","Mr .trump meet #Neasamani,#Nesamani ,#ContractorNeasamani ,#Vadivelu ,#VadiveluForLife , #pray_for_nasamani… https://t.co/DKQI83hxyA",FALSE,5,NA,2019-06-03 22:03:53,TRUE,NA,"1135668453186998272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NeasamaniFor",0,FALSE,FALSE,NA,NA
"28","RT @Thoothukudippl: #whereismugilan  Plz Make Trend This  #thoothukudi_la #thoothukudi_people #Thoothukudipeople #tuty #tuticorin #tuti #ne…",FALSE,0,NA,2019-06-03 21:00:29,FALSE,NA,"1135652498537177088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rkannah",56,TRUE,FALSE,NA,NA
"29","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 20:07:40,FALSE,NA,"1135639205806133248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TSeedan",61,TRUE,FALSE,NA,NA
"30","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 20:04:18,FALSE,NA,"1135638360230223873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KuTtyARuNVj",61,TRUE,FALSE,NA,NA
"31","RT @madurai_tamilan: Please stop spreading rumors and just #Pray_for_Nesamani #PrayForNesamani https://t.co/EUWAa8BRZS",FALSE,0,NA,2019-06-03 20:02:47,FALSE,NA,"1135637978267525120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vigneshk10",91,TRUE,FALSE,NA,NA
"32","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 19:25:39,FALSE,NA,"1135628630854291456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dangerPraveen2",61,TRUE,FALSE,NA,NA
"33","RT @RohiniSilverScr: #NGK 4AM show is pushed to 5.30AM due to accident caused yesterday at Jameen palace to contractor #Nesamani . Let’s al…",FALSE,0,NA,2019-06-03 18:55:31,FALSE,NA,"1135621048706031616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vivek__Sfc",866,TRUE,FALSE,NA,NA
"34","RT @letsbuysarees: Fantastic and finest wear Rich cotton sarees with HD color look comes with very light weight.
 
Price :  950 / piece

Fo…",FALSE,0,NA,2019-06-03 18:20:48,FALSE,NA,"1135612310691729409",NA,"<a href=""https://twitter.com/WeTamilans"" rel=""nofollow"">Tamil_BOT</a>","WeTamilans",1,TRUE,FALSE,NA,NA
"35","RT @RohiniSilverScr: #NGK 4AM show is pushed to 5.30AM due to accident caused yesterday at Jameen palace to contractor #Nesamani . Let’s al…",FALSE,0,NA,2019-06-03 18:06:12,FALSE,NA,"1135608639559880704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mamatha443",866,TRUE,FALSE,NA,NA
"36","Last piece in stock !!! Hurry !!!

Pure silk cotton sarees with fantastic rich black color.

Price : 2900

Order on… https://t.co/HpYvXSq28p",FALSE,0,NA,2019-06-03 18:00:34,TRUE,NA,"1135607218236084225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","letsbuysarees",0,FALSE,FALSE,NA,NA
"37","Fantastic and finest wear Rich cotton sarees with HD color look comes with very light weight.
 
Price :  950 / piec… https://t.co/oBdR6AvBgJ",FALSE,0,NA,2019-06-03 17:53:39,TRUE,NA,"1135605479999123456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","letsbuysarees",1,FALSE,FALSE,NA,NA
"38","RT @Adingoyya: Are you kidding me.. <U+0001F602><U+0001F602><U+0001F602> #Pray_For_Nesamani https://t.co/6VVpQ2Bje7",FALSE,0,NA,2019-06-03 16:48:48,FALSE,NA,"1135589161560207360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_karthiknarayan",9,TRUE,FALSE,NA,NA
"39","RT @RohiniSilverScr: #NGK 4AM show is pushed to 5.30AM due to accident caused yesterday at Jameen palace to contractor #Nesamani . Let’s al…",FALSE,0,NA,2019-06-03 16:47:10,FALSE,NA,"1135588750388486144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bidhin_sam",866,TRUE,FALSE,NA,NA
"40","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 16:03:01,FALSE,NA,"1135577636921470978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NavinLetchumana",61,TRUE,FALSE,NA,NA
"41","#WelcomeBackVadivelu <U+0B85><U+0BA3><U+0BCD><U+0BA3><U+0BC7><U+0001F60D>
<U+0BA8><U+0BC0><U+0B99><U+0BCD><U+0B95> <U+0BB5><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0B9F><U+0BCD><U+0B9F><U+0BC1> <U+0BAA><U+0BCB><U+0BA9> <U+0B89><U+0B99><U+0BCD><U+0B95> <U+0B87><U+0B9F><U+0BAE><U+0BCD> <U+0B85><U+0BAA><U+0BCD><U+0BAA><U+0B9F><U+0BBF><U+0BAF><U+0BC7> <U+0BA4><U+0BBE><U+0BA9><U+0BCD> <U+0B87><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B9A><U+0BC0><U+0B95><U+0BCD><U+0B95><U+0BBF><U+0BB0><U+0BAE><U+0BCD> <U+0B92><U+0BB0><U+0BC1> <U+0BB0><U+0BB5><U+0BC1><U+0BA3><U+0BCD><U+0B9F><U+0BC1> <U+0BB5><U+0BBE><U+0B99><U+0BCD><U+0B95><U+0BA3><U+0BCD><U+0BA3><U+0BC7>,… https://t.co/1nOibAQ8eF",FALSE,1,NA,2019-06-03 15:41:17,TRUE,NA,"1135572167007989760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SSP009",0,FALSE,FALSE,NA,NA
"42","RT @Adingoyya: Are you kidding me.. <U+0001F602><U+0001F602><U+0001F602> #Pray_For_Nesamani https://t.co/6VVpQ2Bje7",FALSE,0,NA,2019-06-03 15:38:33,FALSE,NA,"1135571482057199616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gujacko",9,TRUE,FALSE,NA,NA
"43","RT @Allen_chrisfin: Last moment of nesamani<U+0001F625><U+0001F625><U+0001F625>
Breaking news:just Korean president kim reached chennai,to see neasamani
#Pray_For_Nesamani…",FALSE,0,NA,2019-06-03 15:29:41,FALSE,NA,"1135569247449411584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Visakhs562",94,TRUE,FALSE,NA,NA
"44","RT @Sdk_2503: It all started here <U+0001F602><U+0001F602>
#Pray_For_Nesamani
Guys what happened to u..
This was just a joke
Our people trend irrelevant things o…",FALSE,0,NA,2019-06-03 15:28:30,FALSE,NA,"1135568952208216064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Visakhs562",67,TRUE,FALSE,NA,NA
"45","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 15:16:11,FALSE,NA,"1135565853385142278",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iam_rajasekar_",61,TRUE,FALSE,NA,NA
"46","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 14:48:46,FALSE,NA,"1135558951745990657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nicknel36341468",61,TRUE,FALSE,NA,NA
"47","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 14:41:08,FALSE,NA,"1135557030498803712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","filmybros",61,TRUE,FALSE,NA,NA
"48","RT @Gajeys: Support Contractor Nesamani for the White House Paining job.
#ContractorNesamani #Nesamani #JusticeForNesamani #PrayForNesamani…",FALSE,0,NA,2019-06-03 14:35:42,FALSE,NA,"1135555664711901185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raghavan_naveen",1,TRUE,FALSE,NA,NA
"49","This is gold. <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602> #Nesamani #Pray_For_Nesamani continues <U+0001F602><U+0001F602><U+0001F602><U+0001F602> https://t.co/HTqAFn1QMS",FALSE,2,NA,2019-06-03 14:35:03,FALSE,NA,"1135555499615612928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srinivas88",0,FALSE,FALSE,NA,NA
"50","#Pray_For_Nesamani | Nesamani Public Opinion

#Nesamani #WhereisMugilan @NesamaniF #HBDKalaignar96 #Kalaignar96… https://t.co/BDCgpQweuR",FALSE,1,NA,2019-06-03 14:32:54,TRUE,NA,"1135554960915984389",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chennaibeep",1,FALSE,FALSE,NA,NA
"51","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 14:28:39,FALSE,NA,"1135553889242161152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Devanayagam",61,TRUE,FALSE,NA,NA
"52","@NetflixIndia this is a golden opportunity for you to boom in Tamilnadu. Please make a comedy series with Vadivelu.… https://t.co/LAlkuS4nkS",FALSE,0,"NetflixIndia",2019-06-03 14:22:07,TRUE,NA,"1135552245871759360","4502936240","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SureshBaahubali",0,FALSE,FALSE,NA,NA
"53","<U+0B92><U+0BB0><U+0BC1> <U+0BB2><U+0B9F><U+0BCD><U+0B9A> <U+0BB0><U+0BC2><U+0BAA><U+0BBE> #Contract <U+0B9F><U+0BBE> <U+0B85><U+0BA4><U+0BC1><U+0BB2> <U+0BAE><U+0BA3><U+0BCD><U+0BA3><U+0BB3><U+0BCD><U+0BB3><U+0BBF> <U+0BAA><U+0BCB><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0BB1><U+0BBE><U+0BA4><U+0BC0><U+0B99><U+0BCD><U+0B95><U+0B9F><U+0BBE><U+0001F923><U+0001F923><U+0001F923>
#Pray_for_Nesamani #BirthdayCake #VadiveluforLife https://t.co/1zrltiiWS8",FALSE,0,NA,2019-06-03 14:18:23,FALSE,NA,"1135551307966701568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SSP009",0,FALSE,FALSE,NA,NA
"54","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 14:10:24,FALSE,NA,"1135549298332975104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShadowW50700909",61,TRUE,FALSE,NA,NA
"55","RT @ANANTHUVFC7: #22DaysToGo4ThalapathyBDayCDP <U+0001F38A><U+0001F389><U+0001F495>
#Waiting4June22 <U+0001F38A><U+0001F389><U+0001F495>

Design : @ANANTHUVFC7 <U+0001F609>

@TB_officl @VijayFansTrends @gowthamvjfan…",FALSE,0,NA,2019-06-03 14:08:32,FALSE,NA,"1135548828780654592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shankar20969238",31,TRUE,FALSE,NA,NA
"56","RT @bahiradhan2: #ban_hydrocan_project
#banhydrocarbon 
#banhydrocarbonproject 
#socialmemes 
#socialawareness 
#prayfornesamani no need
#P…",FALSE,0,NA,2019-06-03 14:04:34,FALSE,NA,"1135547829185761280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guna648",3,TRUE,FALSE,NA,NA
"57","RT @IamMani19: @iam_SJSuryah Anna  neenga intha issue pathi ethachum pesuneenga na romba useful ah irukum it will reach many people <U+0001F64F>
 #Whe…",FALSE,0,NA,2019-06-03 14:01:34,FALSE,NA,"1135547075712577536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guna648",5,TRUE,FALSE,NA,NA
"58","#Pray_For_Nesamani | Friends Comedy Scenes | Vadivelu comedy with Vijay,... https://t.co/Eir7KpiS1C via @YouTube see this @jabykoay",FALSE,0,NA,2019-06-03 13:58:07,FALSE,NA,"1135546205256048641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aravind_smarter",0,FALSE,FALSE,NA,NA
"59","RT @vairav2906: A kind and pleading request<U+0001F629><U+0001F625><U+0001F64F>

Please use this tag

#SRMcollegesuicudes 

Trend it<U+0001F64F><U+0001F64F><U+0001F64F>

TN media is deviating us by using…",FALSE,0,NA,2019-06-03 13:53:06,FALSE,NA,"1135544941797494786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mgobi1",254,TRUE,FALSE,NA,NA
"60","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 13:39:59,FALSE,NA,"1135541642851753984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theepan412",61,TRUE,FALSE,NA,NA
"61","RT @vijdevarajan: We're trending on #pray_for_nesamani but no one care about the #Where_is_Mugilan  
Please share this <U+0001F64F>
Where is mugilan?.…",FALSE,0,NA,2019-06-03 13:33:25,FALSE,NA,"1135539991071940610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaththi_Vithu",131,TRUE,FALSE,NA,NA
"62","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 13:31:39,FALSE,NA,"1135539546072858624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YuvanSharan",61,TRUE,FALSE,NA,NA
"63","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 13:28:53,FALSE,NA,"1135538849617072128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zubairahamed555",61,TRUE,FALSE,NA,NA
"64","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 13:28:42,FALSE,NA,"1135538802758262785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NaveenPrabakar9",61,TRUE,FALSE,NA,NA
"65","RT @behindwoods: ""Enakku End-eh Illa da..""- Vadivelu on Controversies, Memes &amp; Hollywood Plans 
Link: https://t.co/Z8DhFnnnSW

#Vadivelu #N…",FALSE,0,NA,2019-06-03 13:21:31,FALSE,NA,"1135536995881504768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vadivel_virat",61,TRUE,FALSE,NA,NA
